theme,question,characteristic,base_group,group,odds_ratio,conf_lower,conf_upper,population_perc,base_perc
At your GP surgery,How helpful do you find the receptionists at your GP surgery?,Health status,Good,Bad,0.564,0.49,0.649,0.056158934938070615,0.5739958370257404
At your GP surgery,How clean is your GP surgery or health centre?,Health status,Good,Bad,0.667,0.616,0.722,0.056158934938070615,0.5739958370257404
At your GP surgery,How do you feel about how long you usually have to wait to be seen after you arrive at your GP surgery?,Health status,Good,Bad,0.6829999999999999,0.62,0.752,0.056158934938070615,0.5739958370257404
Doctor,The doctor listened to me,Health status,Good,Bad,0.426,0.37200000000000005,0.48700000000000004,0.056158934938070615,0.5739958370257404
Doctor,I felt that the doctor had all the information needed to treat me,Health status,Good,Bad,0.493,0.444,0.546,0.056158934938070615,0.5739958370257404
Doctor,The doctor was considerate and understanding,Health status,Good,Bad,0.512,0.456,0.5760000000000001,0.056158934938070615,0.5739958370257404
Doctor,The doctor talked in a way that helped me understand my condition and treatment,Health status,Good,Bad,0.529,0.47700000000000004,0.588,0.056158934938070615,0.5739958370257404
Doctor,I felt confident in the doctor's ability to treat me,Health status,Good,Bad,0.512,0.462,0.5670000000000001,0.056158934938070615,0.5739958370257404
Doctor,I had enough time with the doctor,Health status,Good,Bad,0.44799999999999995,0.40399999999999997,0.498,0.056158934938070615,0.5739958370257404
Nurse,The nurse listened to me,Health status,Good,Bad,0.664,0.552,0.797,0.056158934938070615,0.5739958370257404
Nurse,I felt that the nurse had all the information needed to treat me,Health status,Good,Bad,0.619,0.532,0.7190000000000001,0.056158934938070615,0.5739958370257404
Nurse,The nurse was considerate and understanding,Health status,Good,Bad,0.721,0.599,0.867,0.056158934938070615,0.5739958370257404
Nurse,The nurse talked in a way that helped me understand my condition and treatment,Health status,Good,Bad,0.687,0.598,0.789,0.056158934938070615,0.5739958370257404
Nurse,I felt confident in the nurse's ability to treat me,Health status,Good,Bad,0.5710000000000001,0.48700000000000004,0.6679999999999999,0.056158934938070615,0.5739958370257404
Nurse,I had enough time with the nurse,Health status,Good,Bad,0.5379999999999999,0.44799999999999995,0.647,0.056158934938070615,0.5739958370257404
Care and treatment,Are you involved as much as you want to be in decisions about your care and treatment?,Health status,Good,Bad,0.602,0.547,0.6629999999999999,0.056158934938070615,0.5739958370257404
Medicines,It was easy enough for me to get my medicines,Health status,Good,Bad,0.52,0.445,0.609,0.056158934938070615,0.5739958370257404
Medicines,I knew enough about what my medicines were for,Health status,Good,Bad,0.397,0.342,0.461,0.056158934938070615,0.5739958370257404
Medicines,I knew enough about how and when to take my medicines,Health status,Good,Bad,0.42200000000000004,0.345,0.517,0.056158934938070615,0.5739958370257404
Medicines,I knew enough about possible side effects of my medicines,Health status,Good,Bad,0.623,0.5720000000000001,0.679,0.056158934938070615,0.5739958370257404
Medicines,I would know what to do if I had any problems with my medicines,Health status,Good,Bad,0.545,0.49,0.607,0.056158934938070615,0.5739958370257404
Medicines,I took my prescription as I was supposed to,Health status,Good,Bad,0.526,0.425,0.65,0.056158934938070615,0.5739958370257404
Overall care,I am treated with dignity and respect,Health status,Good,Bad,0.588,0.525,0.6579999999999999,0.056158934938070615,0.5739958370257404
Overall care,I am treated with kindness and understanding,Health status,Good,Bad,0.616,0.555,0.6829999999999999,0.056158934938070615,0.5739958370257404
Overall care,"Overall, how would you rate the care provided by your GP surgery?",Health status,Good,Bad,0.43799999999999994,0.397,0.484,0.056158934938070615,0.5739958370257404
Out of Hours,The time I waited was reasonable,Health status,Good,Bad,0.723,0.639,0.8190000000000001,0.056158934938070615,0.5739958370257404
Out of Hours,I felt that the person had all the information needed to treat me,Health status,Good,Bad,0.645,0.565,0.736,0.056158934938070615,0.5739958370257404
Out of Hours,I felt I was listened to,Health status,Good,Bad,0.574,0.495,0.665,0.056158934938070615,0.5739958370257404
Out of Hours,Things were explained to me in a way I could understand,Health status,Good,Bad,0.55,0.474,0.64,0.056158934938070615,0.5739958370257404
Out of Hours,I felt that I got the right treatment or advice,Health status,Good,Bad,0.665,0.58,0.763,0.056158934938070615,0.5739958370257404
Out of Hours,"Overall, how would you rate the care you experienced out of hours?",Health status,Good,Bad,0.54,0.48100000000000004,0.607,0.056158934938070615,0.5739958370257404
Access,"Thinking of the last time you contacted this GP surgery by phone, how easy was it for you to get through?",Limitation of day-to-day activities,Not limited,Limited a lot,0.8759999999999999,0.813,0.943,0.14707114839011054,0.6096078148506894
Access,"The last time you phoned the GP surgery, how helpful was the person who answered?",Limitation of day-to-day activities,Not limited,Limited a lot,0.73,0.644,0.8270000000000001,0.14707114839011054,0.6096078148506894
Access,"The last time you needed to see or speak to a doctor or nurse from your GP surgery quite urgently, how long did you wait?",Limitation of day-to-day activities,Not limited,Limited a lot,0.972,0.8959999999999999,1.054,0.14707114839011054,0.6096078148506894
Access,"If you ask to make an appointment with a doctor 3 or more working days in advance, does your GP practice allow you to?",Limitation of day-to-day activities,Not limited,Limited a lot,0.909,0.85,0.972,0.14707114839011054,0.6096078148506894
Access,When you arrange to see a doctor at your GP surgery can you usually see the doctor you prefer?,Limitation of day-to-day activities,Not limited,Limited a lot,0.9440000000000001,0.879,1.013,0.14707114839011054,0.6096078148506894
Access,Overall how would you rate the arrangements for getting to see a doctor in your GP surgery?,Limitation of day-to-day activities,Not limited,Limited a lot,0.903,0.848,0.963,0.14707114839011054,0.6096078148506894
Referrals,"Thinking about the last time your GP referred you, how would you rate the arrangements for getting to see another NHS health professional?",Limitation of day-to-day activities,Not limited,Limited a lot,0.721,0.6679999999999999,0.778,0.14707114839011054,0.6096078148506894
At your GP surgery,How helpful do you find the receptionists at your GP surgery?,Limitation of day-to-day activities,Not limited,Limited a lot,0.8290000000000001,0.731,0.941,0.14707114839011054,0.6096078148506894
At your GP surgery,How clean is your GP surgery or health centre?,Limitation of day-to-day activities,Not limited,Limited a lot,1.126,1.057,1.199,0.14707114839011054,0.6096078148506894
At your GP surgery,How do you feel about how long you usually have to wait to be seen after you arrive at your GP surgery?,Limitation of day-to-day activities,Not limited,Limited a lot,0.9159999999999999,0.846,0.993,0.14707114839011054,0.6096078148506894
Doctor,The doctor listened to me,Limitation of day-to-day activities,Not limited,Limited a lot,0.737,0.653,0.833,0.14707114839011054,0.6096078148506894
Doctor,I felt that the doctor had all the information needed to treat me,Limitation of day-to-day activities,Not limited,Limited a lot,0.6970000000000001,0.636,0.764,0.14707114839011054,0.6096078148506894
Doctor,The doctor was considerate and understanding,Limitation of day-to-day activities,Not limited,Limited a lot,0.815,0.735,0.903,0.14707114839011054,0.6096078148506894
Doctor,The doctor talked in a way that helped me understand my condition and treatment,Limitation of day-to-day activities,Not limited,Limited a lot,0.6759999999999999,0.617,0.741,0.14707114839011054,0.6096078148506894
Doctor,I felt confident in the doctor's ability to treat me,Limitation of day-to-day activities,Not limited,Limited a lot,0.6890000000000001,0.63,0.754,0.14707114839011054,0.6096078148506894
Doctor,I had enough time with the doctor,Limitation of day-to-day activities,Not limited,Limited a lot,0.745,0.6779999999999999,0.8190000000000001,0.14707114839011054,0.6096078148506894
Nurse,The nurse listened to me,Limitation of day-to-day activities,Not limited,Limited a lot,0.8590000000000001,0.732,1.008,0.14707114839011054,0.6096078148506894
Nurse,I felt that the nurse had all the information needed to treat me,Limitation of day-to-day activities,Not limited,Limited a lot,0.703,0.616,0.802,0.14707114839011054,0.6096078148506894
Nurse,The nurse was considerate and understanding,Limitation of day-to-day activities,Not limited,Limited a lot,0.802,0.685,0.9390000000000001,0.14707114839011054,0.6096078148506894
Nurse,The nurse talked in a way that helped me understand my condition and treatment,Limitation of day-to-day activities,Not limited,Limited a lot,0.743,0.66,0.8370000000000001,0.14707114839011054,0.6096078148506894
Nurse,I felt confident in the nurse's ability to treat me,Limitation of day-to-day activities,Not limited,Limited a lot,0.807,0.7020000000000001,0.9279999999999999,0.14707114839011054,0.6096078148506894
Nurse,I had enough time with the nurse,Limitation of day-to-day activities,Not limited,Limited a lot,0.809,0.69,0.9490000000000001,0.14707114839011054,0.6096078148506894
Care and treatment,Are you involved as much as you want to be in decisions about your care and treatment?,Limitation of day-to-day activities,Not limited,Limited a lot,0.562,0.516,0.612,0.14707114839011054,0.6096078148506894
Medicines,It was easy enough for me to get my medicines,Limitation of day-to-day activities,Not limited,Limited a lot,0.77,0.6679999999999999,0.888,0.14707114839011054,0.6096078148506894
Medicines,I knew enough about what my medicines were for,Limitation of day-to-day activities,Not limited,Limited a lot,0.526,0.461,0.601,0.14707114839011054,0.6096078148506894
Medicines,I knew enough about how and when to take my medicines,Limitation of day-to-day activities,Not limited,Limited a lot,0.462,0.384,0.555,0.14707114839011054,0.6096078148506894
Medicines,I knew enough about possible side effects of my medicines,Limitation of day-to-day activities,Not limited,Limited a lot,0.764,0.711,0.821,0.14707114839011054,0.6096078148506894
Medicines,I would know what to do if I had any problems with my medicines,Limitation of day-to-day activities,Not limited,Limited a lot,0.6659999999999999,0.608,0.73,0.14707114839011054,0.6096078148506894
Medicines,I took my prescription as I was supposed to,Limitation of day-to-day activities,Not limited,Limited a lot,0.62,0.514,0.747,0.14707114839011054,0.6096078148506894
Overall care,I am treated with dignity and respect,Limitation of day-to-day activities,Not limited,Limited a lot,0.818,0.743,0.902,0.14707114839011054,0.6096078148506894
Overall care,I am treated with kindness and understanding,Limitation of day-to-day activities,Not limited,Limited a lot,0.84,0.769,0.9179999999999999,0.14707114839011054,0.6096078148506894
Overall care,"Overall, how would you rate the care provided by your GP surgery?",Limitation of day-to-day activities,Not limited,Limited a lot,0.742,0.68,0.809,0.14707114839011054,0.6096078148506894
Out of Hours,I felt that the person had all the information needed to treat me,Limitation of day-to-day activities,Not limited,Limited a lot,0.813,0.726,0.912,0.14707114839011054,0.6096078148506894
Out of Hours,I felt I was listened to,Limitation of day-to-day activities,Not limited,Limited a lot,0.8370000000000001,0.7340000000000001,0.955,0.14707114839011054,0.6096078148506894
Out of Hours,Things were explained to me in a way I could understand,Limitation of day-to-day activities,Not limited,Limited a lot,0.812,0.708,0.932,0.14707114839011054,0.6096078148506894
Out of Hours,I felt that I got the right treatment or advice,Limitation of day-to-day activities,Not limited,Limited a lot,0.764,0.674,0.865,0.14707114839011054,0.6096078148506894
Access,"Thinking of the last time you contacted this GP surgery by phone, how easy was it for you to get through?",Limitation of day-to-day activities,Not limited,Limited a little,0.9359999999999999,0.89,0.983,0.21295742912295887,0.6096078148506894
Access,"The last time you phoned the GP surgery, how helpful was the person who answered?",Limitation of day-to-day activities,Not limited,Limited a little,0.8859999999999999,0.8140000000000001,0.9640000000000001,0.21295742912295887,0.6096078148506894
Access,"The last time you needed to see or speak to a doctor or nurse from your GP surgery quite urgently, how long did you wait?",Limitation of day-to-day activities,Not limited,Limited a little,0.875,0.826,0.9259999999999999,0.21295742912295887,0.6096078148506894
